scenario,route_id,frame_count,annotation_status,annotation_num_frames,has_r2,r2_frames,r2_ratio,review_required_frames,review_required_ratio,abnormal_duration,status,first_sheet,sheet_dir,primary_rs_distribution,primary_event_distribution
AccidentTwoWays,Town12_Rep0_route_002759_route0_01_10_10_09_35,87,success,87,True,87,1.0,87,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002759_route0_01_10_10_09_35/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002759_route0_01_10_10_09_35,"{""R2"": 87}","{""R-E1"": 45, ""R-E2"": 11, ""U-E2"": 31}"
AccidentTwoWays,Town12_Rep0_route_002875_route0_01_08_09_23_18,113,success,113,True,113,1.0,113,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002875_route0_01_08_09_23_18/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002875_route0_01_08_09_23_18,"{""R2"": 113}","{""R-E1"": 21, ""R-E2"": 40, ""U-E2"": 52}"
AccidentTwoWays,Town12_Rep0_route_002877_route0_01_08_06_16_01,116,success,116,True,116,1.0,116,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002877_route0_01_08_06_16_01/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002877_route0_01_08_06_16_01,"{""R2"": 116}","{""R-E1"": 48, ""R-E2"": 31, ""U-E2"": 37}"
AccidentTwoWays,Town12_Rep0_route_002878_route0_01_08_23_53_48,49,success,49,True,49,1.0,49,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002878_route0_01_08_23_53_48/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002878_route0_01_08_23_53_48,"{""R2"": 49}","{""R-E1"": 16, ""R-E2"": 23, ""U-E2"": 10}"
AccidentTwoWays,Town12_Rep0_route_002903_route0_01_10_06_00_37,108,success,108,True,108,1.0,108,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002903_route0_01_10_06_00_37/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002903_route0_01_10_06_00_37,"{""R2"": 108}","{""R-E1"": 49, ""R-E2"": 25, ""U-E2"": 34}"
AccidentTwoWays,Town12_Rep0_route_002905_route0_01_09_00_50_02,98,success,98,True,98,1.0,98,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002905_route0_01_09_00_50_02/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002905_route0_01_09_00_50_02,"{""R2"": 98}","{""R-E1"": 27, ""R-E2"": 34, ""U-E2"": 37}"
AccidentTwoWays,Town13_Rep0_1292_0_route0_01_10_14_31_22,152,success,152,True,152,1.0,152,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1292_0_route0_01_10_14_31_22/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1292_0_route0_01_10_14_31_22,"{""R2"": 152}","{""R-E1"": 71, ""R-E2"": 39, ""U-E2"": 42}"
AccidentTwoWays,Town13_Rep0_1292_1_route0_01_08_10_00_30,123,success,123,True,123,1.0,123,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1292_1_route0_01_08_10_00_30/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1292_1_route0_01_08_10_00_30,"{""R2"": 123}","{""R-E1"": 50, ""R-E2"": 24, ""U-E2"": 49}"
AccidentTwoWays,Town13_Rep0_1299_0_route0_01_09_16_23_07,158,success,158,True,158,1.0,158,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1299_0_route0_01_09_16_23_07/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1299_0_route0_01_09_16_23_07,"{""R2"": 158}","{""R-E1"": 65, ""R-E2"": 25, ""U-E2"": 68}"
AccidentTwoWays,Town13_Rep0_1299_1_route0_01_11_00_42_38,150,success,150,True,150,1.0,150,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1299_1_route0_01_11_00_42_38/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1299_1_route0_01_11_00_42_38,"{""R2"": 150}","{""R-E1"": 56, ""R-E2"": 22, ""U-E2"": 72}"
AccidentTwoWays,Town13_Rep0_1303_0_route0_01_10_07_26_29,112,success,112,True,112,1.0,112,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1303_0_route0_01_10_07_26_29/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1303_0_route0_01_10_07_26_29,"{""R2"": 112}","{""R-E1"": 42, ""R-E2"": 25, ""U-E2"": 45}"
AccidentTwoWays,Town13_Rep0_1303_1_route0_01_10_07_13_12,114,success,114,True,114,1.0,114,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1303_1_route0_01_10_07_13_12/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1303_1_route0_01_10_07_13_12,"{""R2"": 114}","{""R-E1"": 51, ""R-E2"": 30, ""U-E2"": 33}"
AccidentTwoWays,Town13_Rep0_1308_0_route0_01_10_06_48_38,131,success,131,True,131,1.0,131,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1308_0_route0_01_10_06_48_38/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1308_0_route0_01_10_06_48_38,"{""R2"": 131}","{""R-E1"": 59, ""R-E2"": 31, ""U-E2"": 41}"
AccidentTwoWays,Town13_Rep0_1308_1_route0_01_08_13_09_17,128,success,128,True,128,1.0,128,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1308_1_route0_01_08_13_09_17/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1308_1_route0_01_08_13_09_17,"{""R2"": 128}","{""R-E1"": 69, ""R-E2"": 26, ""U-E2"": 33}"
AccidentTwoWays,Town13_Rep0_1338_0_route0_01_09_11_04_00,147,success,147,True,147,1.0,147,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1338_0_route0_01_09_11_04_00/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1338_0_route0_01_09_11_04_00,"{""R2"": 147}","{""R-E1"": 55, ""R-E2"": 22, ""U-E2"": 70}"
AccidentTwoWays,Town13_Rep0_1338_1_route0_01_09_00_01_11,165,success,165,True,165,1.0,165,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1338_1_route0_01_09_00_01_11/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1338_1_route0_01_09_00_01_11,"{""R2"": 165}","{""R-E1"": 66, ""R-E2"": 31, ""U-E2"": 68}"
AccidentTwoWays,Town13_Rep0_1374_0_route0_01_08_16_01_47,155,success,155,True,155,1.0,155,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1374_0_route0_01_08_16_01_47/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1374_0_route0_01_08_16_01_47,"{""R2"": 155}","{""R-E1"": 64, ""R-E2"": 21, ""U-E2"": 70}"
AccidentTwoWays,Town13_Rep0_1374_1_route0_01_09_16_09_34,163,success,163,True,163,1.0,163,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1374_1_route0_01_09_16_09_34/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1374_1_route0_01_09_16_09_34,"{""R2"": 163}","{""R-E1"": 68, ""R-E2"": 22, ""U-E2"": 73}"
AccidentTwoWays,Town13_Rep0_1442_0_route0_01_10_02_08_17,184,success,184,True,184,1.0,184,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1442_0_route0_01_10_02_08_17/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1442_0_route0_01_10_02_08_17,"{""R2"": 184}","{""R-E1"": 55, ""R-E2"": 22, ""U-E2"": 107}"
AccidentTwoWays,Town13_Rep0_1442_1_route0_01_09_10_48_37,159,success,159,True,159,1.0,159,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1442_1_route0_01_09_10_48_37/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1442_1_route0_01_09_10_48_37,"{""R2"": 159}","{""R-E1"": 58, ""R-E2"": 31, ""U-E2"": 70}"
AccidentTwoWays,Town13_Rep0_1454_0_route0_01_09_00_20_51,131,success,131,True,131,1.0,131,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1454_0_route0_01_09_00_20_51/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1454_0_route0_01_09_00_20_51,"{""R2"": 131}","{""R-E1"": 70, ""R-E2"": 25, ""U-E2"": 36}"
AccidentTwoWays,Town13_Rep0_1454_1_route0_01_08_20_26_16,134,success,134,True,134,1.0,134,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1454_1_route0_01_08_20_26_16/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1454_1_route0_01_08_20_26_16,"{""R2"": 134}","{""R-E1"": 71, ""R-E2"": 27, ""U-E2"": 36}"
AccidentTwoWays,Town13_Rep0_1631_0_route0_01_10_02_55_19,135,success,135,True,135,1.0,135,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1631_0_route0_01_10_02_55_19/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1631_0_route0_01_10_02_55_19,"{""R2"": 135}","{""R-E1"": 69, ""R-E2"": 29, ""U-E2"": 37}"
AccidentTwoWays,Town13_Rep0_route_003063_route0_01_10_18_25_23,92,success,92,True,92,1.0,92,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003063_route0_01_10_18_25_23/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003063_route0_01_10_18_25_23,"{""R2"": 92}","{""R-E1"": 42, ""R-E2"": 15, ""U-E2"": 35}"
AccidentTwoWays,Town13_Rep0_route_003089_route0_01_09_12_15_00,83,success,83,True,83,1.0,83,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003089_route0_01_09_12_15_00/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003089_route0_01_09_12_15_00,"{""R2"": 83}","{""R-E1"": 49, ""R-E2"": 12, ""U-E2"": 22}"
AccidentTwoWays,Town13_Rep0_route_003091_route0_01_07_23_04_05,85,success,85,True,85,1.0,85,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003091_route0_01_07_23_04_05/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003091_route0_01_07_23_04_05,"{""R2"": 85}","{""R-E1"": 49, ""R-E2"": 14, ""U-E2"": 22}"
AccidentTwoWays,Town13_Rep0_route_003092_route0_01_08_22_12_41,84,success,84,True,84,1.0,84,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003092_route0_01_08_22_12_41/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003092_route0_01_08_22_12_41,"{""R2"": 84}","{""R-E1"": 48, ""R-E2"": 14, ""U-E2"": 22}"
AccidentTwoWays,Town13_Rep0_route_003097_route0_01_08_03_58_38,93,success,93,True,93,1.0,93,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003097_route0_01_08_03_58_38/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003097_route0_01_08_03_58_38,"{""R2"": 93}","{""R-E1"": 43, ""R-E2"": 16, ""U-E2"": 34}"
AccidentTwoWays,Town13_Rep0_route_003098_route0_01_09_04_52_58,92,success,92,True,92,1.0,92,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003098_route0_01_09_04_52_58/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003098_route0_01_09_04_52_58,"{""R2"": 92}","{""R-E1"": 42, ""R-E2"": 15, ""U-E2"": 35}"
AccidentTwoWays,Town13_Rep0_route_003213_route0_01_09_16_21_55,201,success,201,True,201,1.0,201,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003213_route0_01_09_16_21_55/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003213_route0_01_09_16_21_55,"{""R2"": 201}","{""R-E1"": 97, ""R-E2"": 30, ""U-E2"": 74}"
AccidentTwoWays,Town13_Rep0_route_003214_route0_01_08_00_10_14,90,success,90,True,90,1.0,90,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003214_route0_01_08_00_10_14/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003214_route0_01_08_00_10_14,"{""R2"": 90}","{""R-E1"": 27, ""R-E2"": 29, ""U-E2"": 34}"
AccidentTwoWays,Town13_Rep0_route_003215_route0_01_09_12_04_52,177,success,177,True,177,1.0,177,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003215_route0_01_09_12_04_52/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003215_route0_01_09_12_04_52,"{""R2"": 177}","{""R-E1"": 97, ""R-E2"": 34, ""U-E2"": 46}"
AccidentTwoWays,Town13_Rep0_route_003216_route0_01_10_17_31_17,112,success,112,True,112,1.0,112,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003216_route0_01_10_17_31_17/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003216_route0_01_10_17_31_17,"{""R2"": 112}","{""R-E1"": 7, ""R-E2"": 30, ""U-E2"": 75}"
AccidentTwoWays,Town13_Rep0_route_003217_route0_01_10_18_20_12,202,success,202,True,202,1.0,202,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003217_route0_01_10_18_20_12/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003217_route0_01_10_18_20_12,"{""R2"": 202}","{""R-E1"": 98, ""R-E2"": 29, ""U-E2"": 75}"
AccidentTwoWays,Town13_Rep0_route_003218_route0_01_09_00_58_15,179,success,179,True,179,1.0,179,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003218_route0_01_09_00_58_15/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003218_route0_01_09_00_58_15,"{""R2"": 179}","{""R-E1"": 101, ""R-E2"": 31, ""U-E2"": 47}"
AccidentTwoWays,Town13_Rep0_route_003219_route0_01_10_23_11_49,177,success,177,True,177,1.0,177,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003219_route0_01_10_23_11_49/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003219_route0_01_10_23_11_49,"{""R2"": 177}","{""R-E1"": 97, ""R-E2"": 34, ""U-E2"": 46}"
AccidentTwoWays,Town13_Rep0_route_003220_route0_01_10_06_31_30,188,success,188,True,188,1.0,188,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003220_route0_01_10_06_31_30/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003220_route0_01_10_06_31_30,"{""R2"": 188}","{""R-E1"": 104, ""R-E2"": 47, ""U-E2"": 37}"
AccidentTwoWays,Town13_Rep0_route_003221_route0_01_10_22_01_35,88,success,88,True,88,1.0,88,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003221_route0_01_10_22_01_35/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003221_route0_01_10_22_01_35,"{""R2"": 88}","{""R-E1"": 20, ""R-E2"": 34, ""U-E2"": 34}"
AccidentTwoWays,Town13_Rep0_route_003222_route0_01_08_13_25_10,96,success,96,True,96,1.0,96,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003222_route0_01_08_13_25_10/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003222_route0_01_08_13_25_10,"{""R2"": 96}","{""R-E1"": 8, ""R-E2"": 21, ""U-E2"": 67}"
AccidentTwoWays,Town13_Rep0_route_003223_route0_01_10_16_01_42,171,success,171,True,171,1.0,171,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003223_route0_01_10_16_01_42/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003223_route0_01_10_16_01_42,"{""R2"": 171}","{""R-E1"": 103, ""R-E2"": 35, ""U-E2"": 33}"
AccidentTwoWays,Town13_Rep0_route_003224_route0_01_10_09_21_49,179,success,179,True,179,1.0,179,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003224_route0_01_10_09_21_49/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003224_route0_01_10_09_21_49,"{""R2"": 179}","{""R-E1"": 103, ""R-E2"": 42, ""U-E2"": 34}"
AccidentTwoWays,Town13_Rep0_route_003225_route0_01_11_07_11_06,203,success,203,True,203,1.0,203,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003225_route0_01_11_07_11_06/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003225_route0_01_11_07_11_06,"{""R2"": 203}","{""R-E1"": 98, ""R-E2"": 30, ""U-E2"": 75}"
AccidentTwoWays,Town13_Rep0_route_003226_route0_01_10_20_33_45,97,success,97,True,97,1.0,97,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003226_route0_01_10_20_33_45/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003226_route0_01_10_20_33_45,"{""R2"": 97}","{""R-E1"": 8, ""R-E2"": 23, ""U-E2"": 66}"
AccidentTwoWays,Town13_Rep0_route_003228_route0_01_08_12_34_03,85,success,85,True,85,1.0,85,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003228_route0_01_08_12_34_03/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003228_route0_01_08_12_34_03,"{""R2"": 85}","{""R-E1"": 8, ""R-E2"": 43, ""U-E2"": 34}"
AccidentTwoWays,Town13_Rep0_route_003229_route0_01_10_04_44_57,201,success,201,True,201,1.0,201,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003229_route0_01_10_04_44_57/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003229_route0_01_10_04_44_57,"{""R2"": 201}","{""R-E1"": 97, ""R-E2"": 29, ""U-E2"": 75}"
